:ID,:LABEL,case_id,linked_claim_id,case_type,status,priority,created_date,assigned_investigator,assigned_unit,linked_entities_count,claim_amount,ring_cluster_id,ring_member,ai_model_used,ai_fraud_score,rag_confidence_score,ai_summary,llm_verdict,rubric_score,manual_override_triggered,override_reasons,human_verdict,human_verdict_date,evidence_collected,days_open,estimated_fraud_loss,recovery_initiated,recovery_amount_usd,closed_loop_detected,explanation_trace_id,rag_evidence_nodes,notes
CASE-281388,InvestigationCase,CASE-281388,CLM-281388,High Value,Open,P1 - Critical,2/4/2015,Inv. Marcus Webb,SIU-Northeast,3,70830.0,,No,RuleBased-v4,0.809,63.0,"Incident on 2/4/2015 in Northbrook, SC.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 3 | Police Report: YES
Total Claim: $70830",STRONG_RECOVERY_CASE,92,Yes,High Value >$50K,Cleared,17/2/2015,Witness Statement|Dashcam|Medical Records,250,0.0,No,20591.43,No,TRACE-C829D44E7DA8,CLM-281388|ADJ-9099,
CASE-728600,InvestigationCase,CASE-728600,CLM-728600,High Value,Closed - Fraud Confirmed,P1 - Critical,1/20/2015,Inv. Marcus Webb,SIU-West,3,68040.0,,No,FraudGNN-v2.1,0.782,45.0,"Incident on 1/20/2015 in Springfield, SC.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 2 | Police Report: NO
Total Claim: $68040",VIABLE_RECOVERY_CASE,68,Yes,High Value >$50K,Pending,,Dashcam|Witness Statement|Repair Estimate,69,0.0,Yes,0.0,No,TRACE-A9AAC4AB432D,CLM-728600|ADJ-7348,
CASE-231548,InvestigationCase,CASE-231548,CLM-231548,Fraud Ring,Closed - Cleared,P1 - Critical,2/7/2015,Inv. Sarah Chen,SIU-Central,2,63600.0,RING-016,Yes,RuleBased-v4,0.623,18.0,"Incident on 2/7/2015 in Hillsdale, WV.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 0 | Police Report: ?
Total Claim: $63600",LOW_RECOVERY_POTENTIAL,37,Yes,High Value >$50K|Injury No Police Report|Fraud Ring Cluster,Inconclusive,20/12/2015,Police Report|CCTV|Medical Records,289,42217.59,No,0.0,No,TRACE-C86EC8FA3DAE,CLM-231548|ADJ-6310,
CASE-531160,InvestigationCase,CASE-531160,CLM-531160,High Value,Pending Evidence,P2 - High,2/5/2015,Inv. Sarah Chen,SIU-Midwest,2,43560.0,,No,GraphSAGE-Fraud,0.673,18.0,"Incident on 2/5/2015 in Columbus, WV.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 3 | Police Report: ?
Total Claim: $43560",INVESTIGATE_FURTHER,55,No,,Pending,14/11/2015,Police Report|CCTV,251,0.0,No,0.0,No,TRACE-5C3F196DB0DE,CLM-531160|ADJ-8160,
CASE-889003,InvestigationCase,CASE-889003,CLM-889003,High Value,Closed - Cleared,P1 - Critical,1/2/2015,Inv. Derek Moss,SIU-Southeast,0,60840.0,,No,FraudGNN-v2.1,0.776,36.0,"Incident on 1/2/2015 in Hillsdale, WV.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $60840",INVESTIGATE_FURTHER,59,Yes,High Value >$50K|Injury No Police Report,High Value Approved,11/11/2015,Dashcam|Cell Data|Witness Statement,196,0.0,No,0.0,No,TRACE-FF851D5F8D7E,CLM-889003|ADJ-7247,
CASE-193213,InvestigationCase,CASE-193213,CLM-193213,High Value,Closed - Cleared,P1 - Critical,2/8/2015,Inv. Priya Nair,SIU-Northeast,1,68160.0,,No,RuleBased-v4,0.793,72.0,"Incident on 2/8/2015 in Arlington, WV.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 3 | Police Report: YES
Total Claim: $68160",STRONG_RECOVERY_CASE,85,Yes,High Value >$50K,Pending,14/8/2015,Witness Statement|CCTV,342,0.0,No,0.0,No,TRACE-5EC8FBE347AB,CLM-193213|ADJ-8108,
CASE-125591,InvestigationCase,CASE-125591,CLM-125591,High Value,Closed - Fraud Confirmed,P2 - High,1/16/2015,Inv. Marcus Webb,SIU-West,0,57700.0,,No,HINormer-Auto,0.651,18.0,"Incident on 1/16/2015 in Riverwood, NC.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 3 | Police Report: ?
Total Claim: $57700",VIABLE_RECOVERY_CASE,60,Yes,High Value >$50K,Pending,28/8/2015,Dashcam|CCTV|Witness Statement|Repair Estimate|Bank Records,40,0.0,Yes,30081.69,No,TRACE-023E7DFF48D9,CLM-125591|ADJ-3525,
CASE-227244,InvestigationCase,CASE-227244,CLM-227244,High Value,Closed - Fraud Confirmed,P1 - Critical,1/30/2015,Inv. Priya Nair,SIU-West,1,89520.0,,No,RuleBased-v4,0.838,45.0,"Incident on 1/30/2015 in Northbend, VA.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 2 | Police Report: NO
Total Claim: $89520",VIABLE_RECOVERY_CASE,68,Yes,High Value >$50K,Pending,2/7/2015,Bank Records|Dashcam|Police Report|CCTV|Cell Data,360,0.0,No,9565.38,No,TRACE-3F5E1992CA55,CLM-227244|ADJ-7325,
CASE-354455,InvestigationCase,CASE-354455,CLM-354455,High Value,Under Review,P2 - High,1/27/2015,Inv. Derek Moss,SIU-Northeast,1,45180.0,,No,HINormer-Auto,0.848,36.0,"Incident on 1/27/2015 in Northbrook, WV.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 3 | Police Report: ?
Total Claim: $45180",VIABLE_RECOVERY_CASE,74,No,,Cleared,16/11/2015,Dashcam|Witness Statement|Medical Records|Bank Records|Cell Data,110,0.0,No,19548.96,No,TRACE-0FF95F2B3895,CLM-354455|ADJ-9576,
CASE-601042,InvestigationCase,CASE-601042,CLM-601042,High Value,Under Review,P2 - High,1/28/2015,Inv. Marcus Webb,SIU-West,3,45100.0,,No,RuleBased-v4,0.761,18.0,"Incident on 1/28/2015 in Riverwood, NY.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $45100",VIABLE_RECOVERY_CASE,60,No,,Cleared,19/11/2015,Police Report|Witness Statement|Medical Records|CCTV,340,0.0,No,0.0,No,TRACE-9E7563E349C8,CLM-601042|ADJ-5273,
CASE-433663,InvestigationCase,CASE-433663,CLM-433663,High Value,Open,P1 - Critical,2/23/2015,Inv. Sarah Chen,SIU-West,3,83160.0,,No,FraudGNN-v2.1,0.787,72.0,"Incident on 2/23/2015 in Springfield, SC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 3 | Police Report: YES
Total Claim: $83160",STRONG_RECOVERY_CASE,95,Yes,High Value >$50K,Pending,,Dashcam|Bank Records,45,0.0,Yes,22600.63,No,TRACE-F96904D07297,CLM-433663|ADJ-9839,
CASE-471938,InvestigationCase,CASE-471938,CLM-471938,High Value,Open,P1 - Critical,1/18/2015,Inv. Angela Ruiz,SIU-Midwest,2,86130.0,,No,RuleBased-v4,0.773,36.0,"Incident on 1/18/2015 in Columbus, WV.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $86130",VIABLE_RECOVERY_CASE,67,Yes,High Value >$50K|Injury No Police Report,Cleared,12/1/2015,Repair Estimate|Bank Records|Cell Data|Witness Statement,224,0.0,Yes,37063.7,No,TRACE-D512725E5B5E,CLM-471938|ADJ-8918,
CASE-564654,InvestigationCase,CASE-564654,CLM-564654,High Value,Pending Evidence,P2 - High,2/15/2015,Inv. Marcus Webb,SIU-Southeast,1,48000.0,,No,HINormer-Auto,0.769,63.0,"Incident on 2/15/2015 in Hillsdale, NC.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 3 | Police Report: NO
Total Claim: $48000",VIABLE_RECOVERY_CASE,64,No,,Cleared,,Police Report|Medical Records|Repair Estimate|Cell Data,171,0.0,Yes,0.0,No,TRACE-8EF2A01B8A90,CLM-564654|ADJ-3844,
CASE-573572,InvestigationCase,CASE-573572,CLM-573572,High Value,Open,P2 - High,1/12/2015,Inv. Derek Moss,SIU-Southeast,2,57200.0,,No,GraphSAGE-Fraud,0.771,72.0,"Incident on 1/12/2015 in Northbend, NY.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 2 | Police Report: YES
Total Claim: $57200",STRONG_RECOVERY_CASE,84,Yes,High Value >$50K,Pending,,CCTV|Repair Estimate|Witness Statement,152,0.0,No,0.0,No,TRACE-9D8034EEA2E0,CLM-573572|ADJ-7127,
CASE-649800,InvestigationCase,CASE-649800,CLM-649800,High Value,Escalated to SIU,P1 - Critical,1/27/2015,Inv. Priya Nair,SIU-Northeast,1,80080.0,,No,HINormer-Auto,0.755,18.0,"Incident on 1/27/2015 in Arlington, VA.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 2 | Police Report: ?
Total Claim: $80080",VIABLE_RECOVERY_CASE,68,Yes,High Value >$50K,Cleared,2/7/2015,Dashcam|CCTV|Repair Estimate|Medical Records|Witness Statement,52,0.0,Yes,0.0,No,TRACE-BCE5FFF748F1,CLM-649800|ADJ-9117,
CASE-390256,InvestigationCase,CASE-390256,CLM-390256,Fraud Ring,Open,P1 - Critical,2/6/2015,Inv. Angela Ruiz,SIU-West,7,3900.0,RING-008,Yes,RuleBased-v4,0.669,45.0,"Incident on 2/6/2015 in Springfield, WV.
Type: Vehicle Theft | Collision: ?
Severity: Minor Damage | Vehicles: 1
Witnesses: 1 | Police Report: YES
Total Claim: $3900",INVESTIGATE_FURTHER,44,Yes,Fraud Ring Cluster,Pending,12/1/2015,Bank Records|Witness Statement|Police Report,218,2475.25,No,1203.33,No,TRACE-95C976DE2C70,CLM-390256|ADJ-6833,
CASE-488597,InvestigationCase,CASE-488597,CLM-488597,High Value,Closed - Fraud Confirmed,P1 - Critical,1/3/2015,Inv. Angela Ruiz,SIU-West,1,90400.0,,No,GraphSAGE-Fraud,0.632,0.0,"Incident on 1/3/2015 in Arlington, SC.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 0 | Police Report: NO
Total Claim: $90400",LOW_RECOVERY_POTENTIAL,30,Yes,High Value >$50K,Pending,4/9/2015,Medical Records|Police Report,174,0.0,No,0.0,No,TRACE-6648C15E6FC1,CLM-488597|ADJ-5161,
CASE-133889,InvestigationCase,CASE-133889,CLM-133889,High Value,Escalated to SIU,P1 - Critical,1/12/2015,Inv. Derek Moss,SIU-Central,3,62900.0,,No,RuleBased-v4,0.835,45.0,"Incident on 1/12/2015 in Columbus, NC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 0 | Police Report: ?
Total Claim: $62900",VIABLE_RECOVERY_CASE,69,Yes,High Value >$50K,High Value Approved,2/6/2015,Medical Records|Repair Estimate|Witness Statement|Bank Records,86,0.0,Yes,0.0,No,TRACE-3DF888D72D2E,CLM-133889|ADJ-2743,
CASE-931901,InvestigationCase,CASE-931901,CLM-931901,Fraud Ring,Open,P1 - Critical,1/22/2015,Inv. Derek Moss,SIU-Central,7,54200.0,RING-009,Yes,HINormer-Auto,0.755,54.0,"Incident on 1/22/2015 in Arlington, NC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 2 | Police Report: NO
Total Claim: $54200",STRONG_RECOVERY_CASE,82,Yes,High Value >$50K|Injury No Police Report|Fraud Ring Cluster,Inconclusive,28/9/2015,Medical Records|Dashcam|CCTV,348,40314.85,No,0.0,Yes,TRACE-7A297ABCE4E9,CLM-931901|ADJ-4496,
CASE-769475,InvestigationCase,CASE-769475,CLM-769475,High Value,Open,P2 - High,1/3/2015,Inv. Priya Nair,SIU-Central,0,51800.0,,No,FraudGNN-v2.1,0.842,72.0,"Incident on 1/3/2015 in Northbend, NY.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 2 | Police Report: YES
Total Claim: $51800",STRONG_RECOVERY_CASE,92,Yes,High Value >$50K,Cleared,,Dashcam|Repair Estimate|Witness Statement|Police Report|Bank Records,208,0.0,Yes,0.0,No,TRACE-64494D9D0049,CLM-769475|ADJ-4821,
CASE-844062,InvestigationCase,CASE-844062,CLM-844062,High Value,Closed - Fraud Confirmed,P3 - Medium,2/23/2015,Inv. Marcus Webb,SIU-Central,0,6600.0,,No,HINormer-Auto,0.627,36.0,"Incident on 2/23/2015 in Northbend, SC.
Type: Vehicle Theft | Collision: ?
Severity: Trivial Damage | Vehicles: 1
Witnesses: 3 | Police Report: ?
Total Claim: $6600",INVESTIGATE_FURTHER,44,Yes,Injury No Police Report,Cleared,,Witness Statement|Police Report|CCTV|Bank Records|Medical Records,359,0.0,No,3184.61,No,TRACE-0AE4341017D3,CLM-844062|ADJ-1309,
CASE-844129,InvestigationCase,CASE-844129,CLM-844129,High Value,Closed - Fraud Confirmed,P1 - Critical,1/22/2015,Inv. Marcus Webb,SIU-Central,3,74140.0,,No,FraudGNN-v2.1,0.75,45.0,"Incident on 1/22/2015 in Northbrook, SC.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 0 | Police Report: YES
Total Claim: $74140",VIABLE_RECOVERY_CASE,79,Yes,High Value >$50K,Cleared,,Cell Data|Repair Estimate|Police Report|CCTV|Witness Statement,59,0.0,No,0.0,No,TRACE-6590B7DCFE70,CLM-844129|ADJ-9952,
CASE-732169,InvestigationCase,CASE-732169,CLM-732169,High Value,Escalated to SIU,P1 - Critical,2/13/2015,Inv. Marcus Webb,SIU-Northeast,1,67800.0,,No,HINormer-Auto,0.749,36.0,"Incident on 2/13/2015 in Northbend, VA.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 1 | Police Report: ?
Total Claim: $67800",VIABLE_RECOVERY_CASE,64,Yes,High Value >$50K,Cleared,,Police Report|Bank Records|Dashcam|Repair Estimate,124,0.0,No,30405.09,No,TRACE-397C5F7CFD70,CLM-732169|ADJ-7553,
CASE-221854,InvestigationCase,CASE-221854,CLM-221854,Fraud - Individual,Under Review,P2 - High,2/8/2015,Inv. Sarah Chen,SIU-West,7,55400.0,,No,FraudGNN-v2.1,0.835,45.0,"Incident on 2/8/2015 in Northbend, NY.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 1 | Police Report: YES
Total Claim: $55400",VIABLE_RECOVERY_CASE,77,Yes,High Value >$50K,Fraud Confirmed,10/6/2015,Dashcam|Medical Records|Cell Data,363,45070.25,No,0.0,No,TRACE-03DA602922A5,CLM-221854|ADJ-3714,
CASE-776950,InvestigationCase,CASE-776950,CLM-776950,Fraud Ring,Open,P1 - Critical,1/9/2015,Inv. Derek Moss,SIU-Central,7,49100.0,RING-006,Yes,RuleBased-v4,0.715,54.0,"Incident on 1/9/2015 in Columbus, SC.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 3 | Police Report: ?
Total Claim: $49100",VIABLE_RECOVERY_CASE,77,Yes,Injury No Police Report|Fraud Ring Cluster,Fraud Confirmed,,Medical Records|Police Report|Repair Estimate|Dashcam,147,26050.75,No,12839.49,No,TRACE-086284E302BF,CLM-776950|ADJ-3895,
CASE-291006,InvestigationCase,CASE-291006,CLM-291006,Fraud - Individual,Closed - Cleared,P1 - Critical,2/8/2015,Inv. Derek Moss,SIU-Southeast,7,98280.0,,No,GraphSAGE-Fraud,0.8,63.0,"Incident on 2/8/2015 in Riverwood, SC.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 1 | Police Report: ?
Total Claim: $98280",VIABLE_RECOVERY_CASE,66,Yes,High Value >$50K,Pending,3/7/2015,CCTV|Cell Data,191,78942.41,No,0.0,Yes,TRACE-20141F157110,CLM-291006|ADJ-6630,
CASE-845751,InvestigationCase,CASE-845751,CLM-845751,High Value,Closed - Cleared,P1 - Critical,1/10/2015,Inv. Priya Nair,SIU-West,1,66550.0,,No,FraudGNN-v2.1,0.869,63.0,"Incident on 1/10/2015 in Northbend, VA.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 2
Witnesses: 2 | Police Report: ?
Total Claim: $66550",STRONG_RECOVERY_CASE,84,Yes,High Value >$50K,Pending,,Witness Statement|Cell Data|Dashcam|Bank Records|CCTV,352,0.0,No,17391.93,No,TRACE-0083C08388D5,CLM-845751|ADJ-2980,
CASE-889764,InvestigationCase,CASE-889764,CLM-889764,High Value,Open,P1 - Critical,1/26/2015,Inv. Priya Nair,SIU-Midwest,0,70400.0,,No,HINormer-Auto,0.896,63.0,"Incident on 1/26/2015 in Arlington, WV.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 2 | Police Report: ?
Total Claim: $70400",VIABLE_RECOVERY_CASE,79,Yes,High Value >$50K,Pending,4/5/2015,Police Report|Bank Records,255,0.0,No,0.0,No,TRACE-35C897AEA342,CLM-889764|ADJ-8340,
CASE-929306,InvestigationCase,CASE-929306,CLM-929306,Fraud Ring,Under Review,P1 - Critical,2/21/2015,Inv. Marcus Webb,SIU-Midwest,2,53280.0,RING-015,Yes,FraudGNN-v2.1,0.721,63.0,"Incident on 2/21/2015 in Springfield, WV.
Type: Multi-vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 3
Witnesses: 1 | Police Report: NO
Total Claim: $53280",VIABLE_RECOVERY_CASE,74,Yes,High Value >$50K|Injury No Police Report|Fraud Ring Cluster,Pending,19/4/2015,Repair Estimate|Medical Records|Police Report|Bank Records|Witness Statement,293,26855.97,No,21731.31,Yes,TRACE-D0C244285276,CLM-929306|ADJ-2659,
CASE-515457,InvestigationCase,CASE-515457,CLM-515457,High Value,Pending Evidence,P1 - Critical,1/23/2015,Inv. Derek Moss,SIU-Northeast,1,84590.0,,No,HINormer-Auto,0.728,45.0,"Incident on 1/23/2015 in Columbus, NY.
Type: Single Vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 3 | Police Report: YES
Total Claim: $84590",VIABLE_RECOVERY_CASE,74,Yes,High Value >$50K,Cleared,18/8/2015,Witness Statement|Dashcam|Bank Records|Cell Data|CCTV,175,0.0,No,0.0,No,TRACE-4EEA4B7C0149,CLM-515457|ADJ-5633,
CASE-556270,InvestigationCase,CASE-556270,CLM-556270,High Value,Under Review,P2 - High,2/5/2015,Inv. Derek Moss,SIU-West,1,54560.0,,No,FraudGNN-v2.1,0.732,27.0,"Incident on 2/5/2015 in Columbus, NY.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 2 | Police Report: YES
Total Claim: $54560",VIABLE_RECOVERY_CASE,78,Yes,High Value >$50K,Cleared,5/10/2015,Medical Records|Dashcam|Repair Estimate,346,0.0,No,11517.13,No,TRACE-705E00537AD4,CLM-556270|ADJ-7589,
CASE-908935,InvestigationCase,CASE-908935,CLM-908935,High Value,Open,P1 - Critical,2/15/2015,Inv. Derek Moss,SIU-Northeast,2,82170.0,,No,RuleBased-v4,0.77,45.0,"Incident on 2/15/2015 in Northbend, OH.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 2 | Police Report: YES
Total Claim: $82170",STRONG_RECOVERY_CASE,89,Yes,High Value >$50K,Cleared,,Bank Records|Dashcam|Medical Records|Cell Data,87,0.0,No,0.0,No,TRACE-8EB3F0CC07C2,CLM-908935|ADJ-7889,
CASE-525862,InvestigationCase,CASE-525862,CLM-525862,High Value,Closed - Cleared,P1 - Critical,1/8/2015,Inv. Derek Moss,SIU-Midwest,2,61100.0,,No,RuleBased-v4,0.759,63.0,"Incident on 1/8/2015 in Northbend, NY.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 2 | Police Report: NO
Total Claim: $61100",VIABLE_RECOVERY_CASE,71,Yes,High Value >$50K|Injury No Police Report,Pending,26/3/2015,Medical Records|Police Report|Witness Statement,329,0.0,Yes,0.0,No,TRACE-5DCBB4391CDD,CLM-525862|ADJ-6494,
CASE-490514,InvestigationCase,CASE-490514,CLM-490514,Fraud Ring,Under Review,P1 - Critical,1/1/2015,Inv. Sarah Chen,SIU-Central,6,51900.0,RING-007,Yes,GraphSAGE-Fraud,0.866,54.0,"Incident on 1/1/2015 in Arlington, NY.
Type: Multi-vehicle Collision | Collision: Front Collision
Severity: Minor Damage | Vehicles: 3
Witnesses: 3 | Police Report: YES
Total Claim: $51900",STRONG_RECOVERY_CASE,81,Yes,High Value >$50K|Fraud Ring Cluster,Inconclusive,,Police Report|Repair Estimate|CCTV|Bank Records,69,28824.03,No,7911.83,Yes,TRACE-68787EEDF2AD,CLM-490514|ADJ-7575,
CASE-774895,InvestigationCase,CASE-774895,CLM-774895,High Value,Closed - Fraud Confirmed,P3 - Medium,2/26/2015,Inv. Sarah Chen,SIU-Southeast,2,3440.0,,No,RuleBased-v4,0.705,36.0,"Incident on 2/26/2015 in Arlington, SC.
Type: Parked Car | Collision: ?
Severity: Trivial Damage | Vehicles: 1
Witnesses: 1 | Police Report: ?
Total Claim: $3440",INVESTIGATE_FURTHER,49,Yes,Injury No Police Report,High Value Approved,24/5/2015,Repair Estimate|Bank Records|Police Report,263,0.0,No,353.86,No,TRACE-28F0DFD9F9A7,CLM-774895|ADJ-7822,
CASE-974522,InvestigationCase,CASE-974522,CLM-974522,High Value,Escalated to SIU,P2 - High,2/28/2015,Inv. Derek Moss,SIU-Southeast,0,51390.0,,No,HINormer-Auto,0.832,54.0,"Incident on 2/28/2015 in Springfield, WV.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Total Loss | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $51390",VIABLE_RECOVERY_CASE,77,Yes,High Value >$50K|Injury No Police Report,Cleared,,Medical Records|Dashcam|Cell Data,242,0.0,Yes,8064.48,No,TRACE-F73F9D5496E4,CLM-974522|ADJ-9978,
CASE-669809,InvestigationCase,CASE-669809,CLM-669809,High Value,Closed - Cleared,P1 - Critical,1/13/2015,Inv. Derek Moss,SIU-Southeast,3,76900.0,,No,GraphSAGE-Fraud,0.768,18.0,"Incident on 1/13/2015 in Columbus, WV.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 2 | Police Report: ?
Total Claim: $76900",VIABLE_RECOVERY_CASE,62,Yes,High Value >$50K,Pending,,Dashcam|Bank Records,270,0.0,No,0.0,No,TRACE-6FBD1C605CDD,CLM-669809|ADJ-5499,
CASE-182953,InvestigationCase,CASE-182953,CLM-182953,Fraud Ring,Under Review,P1 - Critical,2/19/2015,Inv. Angela Ruiz,SIU-West,5,77000.0,RING-016,Yes,RuleBased-v4,0.738,54.0,"Incident on 2/19/2015 in Riverwood, WV.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 3 | Police Report: ?
Total Claim: $77000",STRONG_RECOVERY_CASE,82,Yes,High Value >$50K|Fraud Ring Cluster,Pending,,Bank Records|Cell Data|CCTV,356,50835.49,Yes,0.0,No,TRACE-F48EA46F0CCD,CLM-182953|ADJ-3323,
CASE-836349,InvestigationCase,CASE-836349,CLM-836349,Fraud - Individual,Pending Evidence,P1 - Critical,1/13/2015,Inv. Priya Nair,SIU-Central,8,60320.0,,No,FraudGNN-v2.1,0.787,18.0,"Incident on 1/13/2015 in Hillsdale, NC.
Type: Single Vehicle Collision | Collision: Side Collision
Severity: Major Damage | Vehicles: 1
Witnesses: 3 | Police Report: ?
Total Claim: $60320",VIABLE_RECOVERY_CASE,60,Yes,High Value >$50K,Inconclusive,15/8/2015,Witness Statement|Police Report|Repair Estimate,344,34377.19,No,12198.55,No,TRACE-5BAAE937692F,CLM-836349|ADJ-8815,
CASE-591269,InvestigationCase,CASE-591269,CLM-591269,High Value,Open,P1 - Critical,2/17/2015,Inv. Marcus Webb,SIU-Midwest,1,60700.0,,No,RuleBased-v4,0.743,54.0,"Incident on 2/17/2015 in Columbus, NY.
Type: Single Vehicle Collision | Collision: Rear Collision
Severity: Minor Damage | Vehicles: 1
Witnesses: 1 | Police Report: NO
Total Claim: $60700",VIABLE_RECOVERY_CASE,77,Yes,High Value >$50K|Injury No Police Report,Cleared,12/5/2015,Medical Records|Dashcam|CCTV|Repair Estimate|Police Report,224,0.0,No,0.0,No,TRACE-01C4C103A7FF,CLM-591269|ADJ-6070,
CASE-550127,InvestigationCase,CASE-550127,CLM-550127,High Value,Under Review,P2 - High,2/15/2015,Inv. Sarah Chen,SIU-Northeast,0,53280.0,,No,FraudGNN-v2.1,0.856,81.0,"Incident on 2/15/2015 in Arlington, SC.
Type: Multi-vehicle Collision | Collision: Rear Collision
Severity: Total Loss | Vehicles: 3
Witnesses: 2 | Police Report: ?
Total Claim: $53280",STRONG_RECOVERY_CASE,85,Yes,High Value >$50K|Injury No Police Report,Cleared,23/6/2015,Repair Estimate|Cell Data,317,0.0,No,0.0,No,TRACE-AFFE973741C0,CLM-550127|ADJ-5533,
