:START_ID,:END_ID,:TYPE,vehicle_role,damage_severity,vehicle_claim_amount,total_loss,vehicle_towed,weight,connection_strength,first_seen_date,last_seen_date,event_time
CLM-836349,VEH-0M7MU8GVUUCEB3ACL,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,41760.0,No,No,0.8352,0.7825,01/01/2015,09/01/2015,01/01/2015
CLM-591269,VEH-DDKZ4KS35STEP4WC0,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,42490.0,No,No,0.8498,0.8203,04/01/2015,06/01/2015,04/01/2015
CLM-550127,VEH-UYBHUJMCZ2758JJHU,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,47360.0,Yes,No,0.9472,0.8725,09/01/2015,01/01/2015,09/01/2015
CLM-663190,VEH-WAG75ER499YF1KGBD,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,26670.0,No,No,0.5334,0.4456,09/01/2015,02/01/2015,09/01/2015
CLM-109392,VEH-DHGUP6GBUE98M6BJ7,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,41760.0,Yes,No,0.8352,0.8188,07/01/2015,07/01/2015,07/01/2015
CLM-215278,VEH-4STMPHMJPUEBSYSU7,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,25690.0,No,No,0.5138,0.4727,01/01/2015,06/01/2015,01/01/2015
CLM-674570,VEH-0XTEVHT7P5CACWL2C,INVOLVES_VEHICLE,Insured Vehicle,Total Loss,48160.0,Yes,Yes,0.9632,0.9397,09/01/2015,08/01/2015,09/01/2015
CLM-681486,VEH-6JMVFSGN7FHHAX289,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,4860.0,No,Yes,0.0972,0.0881,07/01/2015,01/01/2015,07/01/2015
CLM-941851,VEH-20PYNM87VWURSK3KS,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,61040.0,No,No,1.0,0.9505,09/01/2015,06/01/2015,09/01/2015
CLM-186934,VEH-1ZE8DP7F083HV1M9T,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,72320.0,No,No,1.0,0.8186,01/01/2015,06/01/2015,01/01/2015
CLM-918516,VEH-M1UDRNXXSJ65MR710,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,52500.0,No,No,1.0,0.9319,04/01/2015,03/01/2015,04/01/2015
CLM-533940,VEH-H0XKPL8RZMVT2W249,INVOLVES_VEHICLE,Insured Vehicle,Major Damage,36540.0,No,Yes,0.7308,0.7165,05/01/2015,09/01/2015,05/01/2015
CLM-556080,VEH-HJL9WH522YZJ1WW88,INVOLVES_VEHICLE,Insured Vehicle,Minor Damage,3680.0,No,No,0.0736,0.0668,08/01/2015,02/01/2015,08/01/2015
