:ID,:LABEL,policy_number,policy_bind_date,policy_expiry_date,policy_state,policy_status,coverage_csl,bodily_injury_limit,property_damage_limit,deductible_amount,annual_premium,monthly_premium,payment_frequency,total_paid_to_date,umbrella_coverage,umbrella_limit,uninsured_motorist_coverage,medical_payments_coverage,collision_coverage,comprehensive_coverage,endorsements,endorsement_count,multi_policy_discount,safe_driver_discount,loyalty_discount,total_discount_pct,prior_policy_carrier,policy_source_channel,renewal_count,cancellation_reason,last_reviewed_date,underwriter_id,territory_code,rated_drivers_count,rated_vehicles_count
POL-305758,Policy,305758,3/8/2009,3/8/2010,IL,Active,100/300,100K,300K,500,1035.99,86.33,Monthly,15332.65,No,0,Yes,No,Yes,No,Rental Reimbursement,1,No,Yes,Yes,3.7,Progressive,Agent,13,N/A,27/01/2015,UW-4942,TER-IL-96,1,1
POL-950542,Policy,950542,4/27/2009,4/27/2010,OH,Pending Renewal,250/500,250K,500K,500,911.53,75.96,Semi-Annual,18048.29,No,0,Yes,Yes,Yes,Yes,Roadside Assistance|Gap Coverage,2,No,Yes,Yes,11.4,Progressive,Phone,18,N/A,11/01/2015,UW-2143,TER-OH-92,3,1
POL-291544,Policy,291544,8/2/2006,8/2/2007,OH,Active,500/1000,500K,1000K,500,1319.97,110.0,Annual,13991.68,No,0,No,Yes,No,Yes,Custom Parts|New Car Replacement,2,No,No,Yes,20.7,State Farm,Online,9,N/A,14/01/2015,UW-9705,TER-OH-60,1,1
POL-388616,Policy,388616,12/6/1995,12/6/1996,OH,Active,250/500,250K,500K,2000,1391.63,115.97,Monthly,139.16,No,0,Yes,No,Yes,Yes,Roadside Assistance,1,No,No,No,5.2,None - First Policy,Online,0,N/A,10/01/2015,UW-2990,TER-OH-74,3,1
POL-577992,Policy,577992,11/13/2002,11/13/2003,IN,Active,250/500,250K,500K,500,915.41,76.28,Monthly,366.16,Yes,5000000,No,No,Yes,Yes,None,0,No,No,No,4.9,Nationwide,Agent,0,N/A,4/01/2015,UW-5048,TER-IN-36,1,1
POL-342830,Policy,342830,11/9/1991,11/9/1992,IL,Active,500/1000,500K,1000K,1000,1468.82,122.4,Semi-Annual,7784.75,No,0,Yes,Yes,Yes,Yes,Custom Parts|Rental Reimbursement,2,No,Yes,Yes,7.6,Nationwide,Online,4,N/A,5/01/2015,UW-3716,TER-IL-46,1,1
POL-491170,Policy,491170,1/14/1998,1/14/1999,IN,Active,500/1000,500K,1000K,500,1412.76,117.73,Semi-Annual,16670.57,No,0,No,No,Yes,Yes,Roadside Assistance|Rental Reimbursement,2,No,Yes,Yes,22.7,None - First Policy,Referral,10,N/A,2/01/2015,UW-4309,TER-IN-11,2,1
POL-175553,Policy,175553,4/25/2002,4/25/2003,OH,Active,500/1000,500K,1000K,500,1588.26,132.35,Quarterly,12864.91,No,0,Yes,No,Yes,Yes,Roadside Assistance,1,No,No,Yes,7.3,State Farm,Agent,7,N/A,15/01/2015,UW-7538,TER-OH-42,1,1
POL-439341,Policy,439341,7/20/1991,7/20/1992,IN,Active,100/300,100K,300K,1000,1140.91,95.08,Monthly,11523.19,No,0,Yes,Yes,Yes,No,New Car Replacement|Rideshare Coverage,2,No,No,Yes,5.7,Progressive,Agent,9,N/A,9/01/2015,UW-6826,TER-IN-52,3,1
POL-221186,Policy,221186,8/13/2004,8/13/2005,OH,Active,100/300,100K,300K,1000,1517.54,126.46,Monthly,28529.75,No,0,Yes,No,Yes,Yes,Gap Coverage|Roadside Assistance|Custom Parts,3,Yes,No,Yes,13.5,None - First Policy,Phone,17,N/A,7/01/2015,UW-3127,TER-OH-93,1,1
POL-868031,Policy,868031,6/24/1990,6/24/1991,OH,Active,250/500,250K,500K,2000,912.29,76.02,Quarterly,32295.07,No,0,Yes,No,Yes,No,Custom Parts,1,No,No,Yes,13.1,State Farm,Phone,34,N/A,18/01/2015,UW-6033,TER-OH-22,2,1
POL-844117,Policy,844117,8/21/1991,8/21/1992,OH,Active,250/500,250K,500K,2000,1144.3,95.36,Monthly,27234.34,No,0,Yes,Yes,Yes,Yes,Roadside Assistance|New Car Replacement|Custom Parts,3,No,No,Yes,20.8,Allstate,Agent,22,N/A,19/01/2015,UW-2642,TER-OH-23,1,1
POL-744557,Policy,744557,2/25/2011,2/25/2012,IN,Active,500/1000,500K,1000K,1000,1281.43,106.79,Quarterly,20502.88,No,0,Yes,Yes,Yes,Yes,Gap Coverage|Roadside Assistance,2,No,Yes,Yes,9.9,Progressive,Agent,15,N/A,18/01/2015,UW-8567,TER-IN-79,1,1
POL-159536,Policy,159536,2/4/2013,2/4/2014,IL,Active,100/300,100K,300K,2000,1101.85,91.82,Monthly,26224.03,No,0,Yes,Yes,Yes,Yes,Gap Coverage|New Car Replacement|Custom Parts,3,No,No,Yes,4.3,Nationwide,Online,22,N/A,6/01/2015,UW-8333,TER-IL-94,3,1
POL-727109,Policy,727109,2/20/2001,2/20/2002,IN,Cancelled,500/1000,500K,1000K,2000,1082.1,90.17,Quarterly,8873.22,No,0,No,No,Yes,Yes,Rental Reimbursement|New Car Replacement|Custom Parts,3,No,No,Yes,10.5,State Farm,Agent,7,N/A,1/01/2015,UW-6144,TER-IN-59,1,1
POL-155604,Policy,155604,3/3/1992,3/3/1993,OH,Pending Renewal,500/1000,500K,1000K,500,1185.44,98.79,Semi-Annual,17307.42,No,0,Yes,No,Yes,Yes,Custom Parts|New Car Replacement,2,Yes,Yes,Yes,2.4,None - First Policy,Agent,13,N/A,1/01/2015,UW-8471,TER-OH-73,3,1
POL-608443,Policy,608443,12/21/2006,12/21/2007,IL,Active,500/1000,500K,1000K,2000,1175.07,97.92,Quarterly,25381.51,No,0,No,Yes,Yes,Yes,New Car Replacement,1,No,No,Yes,10.9,None - First Policy,Agent,20,N/A,4/01/2015,UW-4464,TER-IL-85,1,1
POL-117862,Policy,117862,7/14/2000,7/14/2001,OH,Active,500/1000,500K,1000K,2000,979.26,81.61,Monthly,11457.34,No,0,Yes,Yes,Yes,Yes,Rideshare Coverage,1,Yes,Yes,Yes,6.6,None - First Policy,Agent,10,N/A,3/01/2015,UW-6279,TER-OH-62,1,1
POL-991553,Policy,991553,12/12/1991,12/12/1992,OH,Active,250/500,250K,500K,500,920.81,76.73,Semi-Annual,17679.55,No,0,No,No,Yes,Yes,Rental Reimbursement|Custom Parts,2,No,No,Yes,9.6,None - First Policy,Agent,18,N/A,20/01/2015,UW-9557,TER-OH-48,1,1
POL-727443,Policy,727443,7/1/2013,7/1/2014,OH,Pending Renewal,100/300,100K,300K,500,922.85,76.9,Monthly,14304.18,No,0,Yes,Yes,No,Yes,Rideshare Coverage|Rental Reimbursement,2,No,Yes,Yes,11.2,Progressive,Online,14,N/A,23/01/2015,UW-1397,TER-OH-60,3,1
POL-378587,Policy,378587,12/16/1998,12/16/1999,OH,Active,250/500,250K,500K,2000,1107.59,92.3,Annual,21154.97,Yes,3000000,No,Yes,Yes,Yes,Rideshare Coverage|Rental Reimbursement,2,No,No,Yes,4.7,Nationwide,Phone,18,N/A,12/01/2015,UW-8383,TER-OH-24,1,1
POL-420948,Policy,420948,1/3/2015,1/3/2016,IL,Active,100/300,100K,300K,500,1272.46,106.04,Monthly,19086.9,No,0,Yes,Yes,Yes,Yes,New Car Replacement|Rental Reimbursement,2,No,Yes,Yes,15.7,Allstate,Agent,14,N/A,15/01/2015,UW-3939,TER-IL-76,2,1
POL-457188,Policy,457188,4/1/1994,4/1/1995,IL,Active,250/500,250K,500K,1000,1340.24,111.69,Annual,21041.77,No,0,Yes,No,Yes,Yes,Rideshare Coverage,1,Yes,Yes,Yes,5.0,Progressive,Phone,14,N/A,18/01/2015,UW-2628,TER-IL-57,2,1
POL-118236,Policy,118236,8/15/2000,8/15/2001,OH,Active,100/300,100K,300K,1000,1648.0,137.33,Quarterly,29334.4,No,0,Yes,Yes,No,Yes,None,0,Yes,No,Yes,23.8,None - First Policy,Agent,16,N/A,23/01/2015,UW-6283,TER-OH-86,1,1
POL-987524,Policy,987524,11/13/2014,11/13/2015,IL,Active,250/500,250K,500K,500,1381.14,115.1,Monthly,20440.87,No,0,Yes,Yes,Yes,Yes,Roadside Assistance|Custom Parts|Rideshare Coverage,3,No,No,Yes,16.7,State Farm,Phone,13,N/A,24/01/2015,UW-4748,TER-IL-16,2,1
POL-490596,Policy,490596,2/4/2011,2/4/2012,IL,Active,500/1000,500K,1000K,500,1198.44,99.87,Monthly,5512.82,Yes,8000000,Yes,Yes,Yes,Yes,Roadside Assistance|Custom Parts,2,No,No,No,7.8,State Farm,Phone,3,N/A,4/01/2015,UW-9749,TER-IL-33,2,1
POL-524215,Policy,524215,6/24/1990,6/24/1991,OH,Lapsed,250/500,250K,500K,2000,951.27,79.27,Annual,7134.52,No,0,Yes,Yes,Yes,Yes,Gap Coverage|Rideshare Coverage|Rental Reimbursement,3,No,No,Yes,13.7,None - First Policy,Phone,6,N/A,24/01/2015,UW-9603,TER-OH-62,1,1
POL-913464,Policy,913464,1/21/2009,1/21/2010,IN,Pending Renewal,500/1000,500K,1000K,2000,1341.24,111.77,Monthly,15021.89,No,0,Yes,Yes,Yes,Yes,Custom Parts|Gap Coverage,2,No,No,Yes,2.7,None - First Policy,Referral,10,N/A,11/01/2015,UW-3572,TER-IN-59,3,1
POL-398484,Policy,398484,11/7/1992,11/7/1993,IL,Pending Renewal,250/500,250K,500K,2000,1177.57,98.13,Monthly,27201.87,No,0,No,Yes,Yes,No,Rideshare Coverage|Roadside Assistance|New Car Replacement,3,Yes,Yes,Yes,1.5,Progressive,Agent,22,N/A,27/01/2015,UW-3561,TER-IL-35,1,1
POL-752504,Policy,752504,5/15/1997,5/15/1998,IN,Lapsed,250/500,250K,500K,1000,1055.09,87.92,Annual,18569.58,No,0,No,Yes,Yes,Yes,Rideshare Coverage|Roadside Assistance,2,No,Yes,Yes,23.4,None - First Policy,Agent,16,N/A,17/01/2015,UW-1370,TER-IN-43,2,1
POL-449263,Policy,449263,3/20/1992,3/20/1993,IL,Active,250/500,250K,500K,500,1479.48,123.29,Annual,19233.24,No,0,Yes,Yes,Yes,Yes,Custom Parts|Gap Coverage,2,No,No,Yes,13.6,State Farm,Agent,12,N/A,6/01/2015,UW-5830,TER-IL-21,1,1
POL-844007,Policy,844007,7/17/1995,7/17/1996,IN,Lapsed,500/1000,500K,1000K,2000,1827.38,152.28,Quarterly,12791.66,No,0,Yes,Yes,No,Yes,Gap Coverage|Rideshare Coverage,2,Yes,No,Yes,1.4,State Farm,Online,6,N/A,24/01/2015,UW-1383,TER-IN-59,3,1
POL-686522,Policy,686522,12/27/2000,12/27/2001,IN,Active,100/300,100K,300K,500,1169.62,97.47,Annual,13216.71,No,0,Yes,No,No,Yes,Rideshare Coverage|Roadside Assistance|Gap Coverage,3,Yes,Yes,Yes,8.9,None - First Policy,Agent,10,N/A,23/01/2015,UW-1152,TER-IN-71,1,1
POL-670142,Policy,670142,8/6/1999,8/6/2000,IN,Active,100/300,100K,300K,500,1516.34,126.36,Semi-Annual,39121.57,No,0,Yes,Yes,No,No,None,0,Yes,Yes,Yes,15.9,State Farm,Online,24,N/A,14/01/2015,UW-9293,TER-IN-39,1,1
POL-607687,Policy,607687,3/3/2007,3/3/2008,OH,Active,500/1000,500K,1000K,2000,1270.21,105.85,Monthly,12956.14,No,0,Yes,Yes,Yes,Yes,Rental Reimbursement,1,Yes,Yes,Yes,3.0,Nationwide,Agent,9,N/A,7/01/2015,UW-3759,TER-OH-46,1,1
POL-967713,Policy,967713,12/25/1997,12/25/1998,IL,Active,250/500,250K,500K,500,809.11,67.43,Monthly,16344.02,No,0,No,No,Yes,Yes,Rental Reimbursement|Rideshare Coverage,2,No,Yes,Yes,25.0,Progressive,Online,19,N/A,26/01/2015,UW-6234,TER-IL-35,2,1
POL-291902,Policy,291902,11/6/2013,11/6/2014,IL,Active,500/1000,500K,1000K,1000,1115.81,92.98,Quarterly,3347.43,No,0,Yes,No,Yes,Yes,Rental Reimbursement|Rideshare Coverage|Custom Parts,3,No,No,No,20.0,Nationwide,Online,2,N/A,1/01/2015,UW-9591,TER-IL-32,1,1
POL-149839,Policy,149839,9/21/1990,9/21/1991,OH,Active,100/300,100K,300K,1000,1457.65,121.47,Annual,17783.33,Yes,5000000,Yes,No,Yes,Yes,Rental Reimbursement|New Car Replacement,2,No,No,Yes,3.8,Allstate,Agent,11,N/A,26/01/2015,UW-1107,TER-OH-13,1,1
POL-840225,Policy,840225,10/5/1999,10/5/2000,OH,Suspended,100/300,100K,300K,1000,1041.36,86.78,Monthly,13329.41,No,0,Yes,Yes,Yes,Yes,Rental Reimbursement|New Car Replacement|Gap Coverage,3,No,Yes,Yes,4.1,Nationwide,Agent,11,N/A,4/01/2015,UW-8482,TER-OH-70,1,1
POL-643226,Policy,643226,4/7/1992,4/7/1993,OH,Active,250/500,250K,500K,1000,1693.83,141.15,Quarterly,28795.11,Yes,7000000,Yes,No,Yes,No,Roadside Assistance|Gap Coverage,2,Yes,Yes,Yes,1.0,None - First Policy,Referral,16,N/A,19/01/2015,UW-3579,TER-OH-51,1,1
POL-535879,Policy,535879,3/5/2009,3/5/2010,IN,Lapsed,100/300,100K,300K,1000,1685.69,140.47,Annual,64393.36,No,0,No,No,Yes,Yes,Rental Reimbursement|Gap Coverage|Roadside Assistance,3,No,No,Yes,15.7,None - First Policy,Agent,37,N/A,5/01/2015,UW-5631,TER-IN-80,2,1
POL-746630,Policy,746630,2/10/1997,2/10/1998,IN,Active,250/500,250K,500K,500,1054.92,87.91,Semi-Annual,12870.02,Yes,6000000,Yes,Yes,Yes,Yes,None,0,No,Yes,Yes,0.1,None - First Policy,Agent,11,N/A,15/01/2015,UW-1198,TER-IN-27,1,1
POL-598308,Policy,598308,1/28/1992,1/28/1993,IN,Active,250/500,250K,500K,2000,1333.97,111.16,Annual,30948.1,Yes,6000000,Yes,Yes,Yes,Yes,None,0,No,No,Yes,17.5,State Farm,Agent,22,N/A,16/01/2015,UW-6832,TER-IN-75,2,1
POL-720356,Policy,720356,9/16/2013,9/16/2014,OH,Active,100/300,100K,300K,1000,1013.61,84.47,Monthly,26049.78,Yes,6000000,Yes,Yes,Yes,Yes,Custom Parts|Rideshare Coverage|New Car Replacement,3,No,No,Yes,5.5,None - First Policy,Referral,24,N/A,7/01/2015,UW-2587,TER-OH-35,3,1
POL-724752,Policy,724752,5/16/2008,5/16/2009,IL,Active,500/1000,500K,1000K,500,958.3,79.86,Monthly,22711.71,No,0,No,No,Yes,Yes,Custom Parts|Gap Coverage|Rideshare Coverage,3,Yes,Yes,Yes,19.5,Allstate,Phone,22,N/A,21/01/2015,UW-8675,TER-IL-22,2,1
POL-148498,Policy,148498,1/4/2002,1/4/2003,IN,Active,250/500,250K,500K,2000,1112.04,92.67,Quarterly,10008.36,Yes,6000000,No,Yes,Yes,Yes,Custom Parts|Rideshare Coverage|New Car Replacement,3,No,No,Yes,22.7,Allstate,Phone,8,N/A,26/01/2015,UW-2408,TER-IN-26,2,1
POL-110122,Policy,110122,4/2/2002,4/2/2003,IN,Active,250/500,250K,500K,2000,1206.26,100.52,Semi-Annual,42339.73,No,0,Yes,Yes,Yes,Yes,Roadside Assistance,1,No,No,Yes,9.6,Allstate,Online,34,N/A,28/01/2015,UW-3617,TER-IN-50,3,1
POL-281388,Policy,281388,7/16/1998,7/16/1999,IL,Active,500/1000,500K,1000K,1000,763.67,63.64,Quarterly,16953.47,No,0,Yes,No,Yes,No,Roadside Assistance|Gap Coverage,2,Yes,Yes,Yes,1.0,None - First Policy,Referral,21,N/A,19/01/2015,UW-3579,TER-IL-51,1,1
POL-728600,Policy,728600,8/15/2002,8/15/2003,IL,Lapsed,250/500,250K,500K,500,1042.56,86.88,Semi-Annual,35759.81,No,0,Yes,No,Yes,Yes,Custom Parts,1,No,No,Yes,8.2,None - First Policy,Phone,33,N/A,23/01/2015,UW-6998,TER-IL-95,2,1
POL-231548,Policy,231548,9/7/1999,9/7/2000,IL,Pending Renewal,100/300,100K,300K,2000,1263.48,105.29,Semi-Annual,3285.05,Yes,4000000,Yes,No,Yes,Yes,Rideshare Coverage,1,Yes,No,No,15.9,None - First Policy,Agent,1,N/A,2/01/2015,UW-3076,TER-IL-24,1,1
POL-531160,Policy,531160,1/12/2012,1/12/2013,IL,Active,250/500,250K,500K,500,1006.99,83.92,Annual,39071.21,Yes,6000000,Yes,Yes,Yes,Yes,Gap Coverage|Custom Parts,2,Yes,No,Yes,24.4,Nationwide,Phone,37,N/A,12/01/2015,UW-9303,TER-IL-66,1,1
POL-889003,Policy,889003,8/18/1996,8/18/1997,OH,Active,250/500,250K,500K,1000,1328.26,110.69,Monthly,13946.73,No,0,Yes,No,Yes,Yes,None,0,Yes,No,Yes,11.6,State Farm,Agent,9,N/A,26/01/2015,UW-8039,TER-OH-64,3,1
POL-193213,Policy,193213,3/11/1996,3/11/1997,OH,Active,100/300,100K,300K,1000,1250.08,104.17,Quarterly,42377.71,Yes,5000000,Yes,Yes,Yes,Yes,Gap Coverage|Roadside Assistance,2,No,Yes,Yes,23.8,Progressive,Agent,32,N/A,16/01/2015,UW-5401,TER-OH-49,2,1
POL-557218,Policy,557218,11/23/1997,11/23/1998,IL,Active,500/1000,500K,1000K,500,982.7,81.89,Semi-Annual,8254.68,Yes,6000000,Yes,No,No,Yes,Roadside Assistance|Gap Coverage,2,Yes,No,Yes,0.5,None - First Policy,Agent,7,N/A,5/01/2015,UW-3078,TER-IL-95,1,1
POL-125591,Policy,125591,8/8/2013,8/8/2014,IN,Active,500/1000,500K,1000K,1000,1412.06,117.67,Quarterly,22028.14,Yes,5000000,Yes,No,Yes,No,Roadside Assistance|New Car Replacement|Rental Reimbursement,3,Yes,Yes,Yes,1.5,State Farm,Phone,14,N/A,19/01/2015,UW-8126,TER-IN-99,2,1
POL-227244,Policy,227244,11/30/1996,11/30/1997,IN,Active,500/1000,500K,1000K,2000,1066.7,88.89,Monthly,22400.7,No,0,Yes,Yes,No,Yes,None,0,No,Yes,Yes,4.3,State Farm,Phone,20,N/A,11/01/2015,UW-9683,TER-IN-93,2,1
POL-791425,Policy,791425,6/18/1997,6/18/1998,IN,Active,250/500,250K,500K,2000,1585.54,132.13,Monthly,30283.81,No,0,Yes,No,Yes,Yes,None,0,Yes,Yes,Yes,16.7,None - First Policy,Online,18,N/A,2/01/2015,UW-4771,TER-IN-46,2,1
POL-354455,Policy,354455,4/19/2007,4/19/2008,IN,Active,250/500,250K,500K,1000,1416.08,118.01,Quarterly,29029.64,No,0,Yes,Yes,Yes,Yes,Gap Coverage|Rideshare Coverage|New Car Replacement,3,Yes,Yes,Yes,4.8,Nationwide,Agent,19,N/A,16/01/2015,UW-4809,TER-IN-96,1,1
POL-601042,Policy,601042,9/19/2007,9/19/2008,OH,Active,250/500,250K,500K,500,1246.03,103.84,Semi-Annual,19687.27,No,0,No,No,Yes,Yes,Gap Coverage|Custom Parts,2,No,No,Yes,2.6,Allstate,Agent,14,N/A,25/01/2015,UW-9481,TER-OH-69,2,1
POL-433663,Policy,433663,12/21/1996,12/21/1997,IN,Active,500/1000,500K,1000K,2000,1356.64,113.05,Annual,10717.46,No,0,Yes,No,Yes,Yes,None,0,No,No,Yes,11.8,Nationwide,Online,6,N/A,21/01/2015,UW-3152,TER-IN-89,1,1
POL-471938,Policy,471938,2/3/2008,2/3/2009,IL,Active,100/300,100K,300K,2000,1387.7,115.64,Quarterly,23729.67,Yes,4000000,Yes,No,Yes,Yes,None,0,No,No,Yes,12.7,None - First Policy,Online,16,N/A,11/01/2015,UW-2139,TER-IL-91,1,1
POL-564654,Policy,564654,7/16/2003,7/16/2004,OH,Active,100/300,100K,300K,1000,1004.14,83.68,Quarterly,3414.08,No,0,Yes,Yes,Yes,Yes,Custom Parts|Rental Reimbursement|Rideshare Coverage,3,No,No,No,3.4,Nationwide,Online,2,N/A,24/01/2015,UW-7588,TER-OH-99,1,1
POL-645723,Policy,645723,5/5/1991,5/5/1992,OH,Active,500/1000,500K,1000K,500,1107.07,92.26,Semi-Annual,12620.6,No,0,Yes,No,Yes,No,Gap Coverage|Rental Reimbursement,2,No,Yes,Yes,5.3,State Farm,Agent,10,N/A,8/01/2015,UW-3572,TER-OH-40,2,1
POL-573572,Policy,573572,6/16/1991,6/16/1992,IL,Active,100/300,100K,300K,500,1429.96,119.16,Quarterly,23165.35,No,0,Yes,Yes,Yes,Yes,Gap Coverage,1,Yes,No,Yes,24.4,Nationwide,Online,15,N/A,13/01/2015,UW-2270,TER-IL-37,3,1
POL-437960,Policy,437960,4/3/2001,4/3/2002,IN,Pending Renewal,250/500,250K,500K,1000,1074.99,89.58,Monthly,11502.39,No,0,Yes,No,Yes,Yes,Rideshare Coverage|New Car Replacement|Custom Parts,3,No,No,Yes,22.7,None - First Policy,Agent,9,N/A,13/01/2015,UW-2385,TER-IN-16,3,1
POL-649800,Policy,649800,3/16/2014,3/16/2015,OH,Pending Renewal,500/1000,500K,1000K,1000,1007.0,83.92,Semi-Annual,12587.5,No,0,No,No,Yes,Yes,Rideshare Coverage|New Car Replacement,2,Yes,No,Yes,4.1,State Farm,Online,11,N/A,12/01/2015,UW-6217,TER-OH-12,2,1
POL-544225,Policy,544225,8/3/2010,8/3/2011,OH,Active,100/300,100K,300K,500,1052.85,87.74,Annual,9159.79,No,0,No,Yes,No,Yes,Gap Coverage,1,Yes,Yes,Yes,5.0,Nationwide,Phone,7,N/A,6/01/2015,UW-9290,TER-OH-66,2,1
POL-390256,Policy,390256,11/25/2009,11/25/2010,IN,Cancelled,500/1000,500K,1000K,1000,1200.33,100.03,Quarterly,16324.49,Yes,4000000,Yes,Yes,Yes,Yes,Rental Reimbursement|Custom Parts,2,No,No,Yes,6.4,Progressive,Agent,12,N/A,7/01/2015,UW-7060,TER-IN-51,3,1
POL-488597,Policy,488597,5/8/2001,5/8/2002,IL,Pending Renewal,100/300,100K,300K,1000,1343.0,111.92,Semi-Annual,8998.1,No,0,Yes,Yes,Yes,Yes,Rental Reimbursement,1,No,Yes,Yes,12.5,None - First Policy,Online,5,N/A,4/01/2015,UW-6373,TER-IL-55,1,1
POL-133889,Policy,133889,6/14/2004,6/14/2005,OH,Active,250/500,250K,500K,2000,1441.6,120.13,Semi-Annual,7784.64,Yes,5000000,Yes,Yes,Yes,No,Roadside Assistance|Custom Parts|Rideshare Coverage,3,Yes,Yes,Yes,10.8,State Farm,Phone,4,N/A,20/01/2015,UW-9862,TER-OH-95,1,1
POL-931901,Policy,931901,8/7/1994,8/7/1995,OH,Active,100/300,100K,300K,1000,1433.42,119.45,Quarterly,21357.96,Yes,6000000,Yes,No,Yes,Yes,Roadside Assistance|Custom Parts,2,No,No,Yes,16.3,Allstate,Agent,13,N/A,26/01/2015,UW-6873,TER-OH-85,1,1
POL-769475,Policy,769475,8/26/2004,8/26/2005,OH,Active,500/1000,500K,1000K,2000,1368.57,114.05,Semi-Annual,42425.67,No,0,No,No,Yes,Yes,None,0,Yes,Yes,Yes,0.4,Allstate,Agent,30,N/A,27/01/2015,UW-6080,TER-OH-83,2,1
POL-844062,Policy,844062,5/25/1990,5/25/1991,OH,Active,250/500,250K,500K,500,862.19,71.85,Quarterly,28624.71,No,0,No,Yes,Yes,Yes,Rental Reimbursement|Gap Coverage|Roadside Assistance,3,No,Yes,Yes,11.4,State Farm,Agent,32,N/A,17/01/2015,UW-8824,TER-OH-34,1,1
POL-844129,Policy,844129,9/20/1990,9/20/1991,OH,Active,250/500,250K,500K,500,871.46,72.62,Semi-Annual,15511.99,No,0,Yes,No,Yes,Yes,Rideshare Coverage|Custom Parts,2,No,Yes,Yes,3.5,State Farm,Referral,16,N/A,3/01/2015,UW-3887,TER-OH-21,3,1
POL-732169,Policy,732169,11/5/2000,11/5/2001,OH,Active,500/1000,500K,1000K,500,1863.04,155.25,Semi-Annual,12296.06,No,0,Yes,No,Yes,No,None,0,No,No,Yes,18.8,State Farm,Online,5,N/A,9/01/2015,UW-6569,TER-OH-21,1,1
POL-221854,Policy,221854,10/3/1994,10/3/1995,OH,Active,250/500,250K,500K,2000,1181.64,98.47,Monthly,22805.65,No,0,Yes,No,No,Yes,None,0,No,Yes,Yes,5.1,State Farm,Online,18,N/A,12/01/2015,UW-2522,TER-OH-59,3,1
POL-776950,Policy,776950,4/11/2005,4/11/2006,IL,Lapsed,500/1000,500K,1000K,1000,1060.74,88.39,Annual,20366.21,No,0,No,Yes,Yes,Yes,Custom Parts|Rideshare Coverage|New Car Replacement,3,No,No,Yes,24.8,Progressive,Agent,18,N/A,1/01/2015,UW-4164,TER-IL-97,2,1
POL-291006,Policy,291006,5/16/1990,5/16/1991,IN,Active,100/300,100K,300K,500,951.56,79.3,Semi-Annual,18555.42,No,0,No,Yes,Yes,Yes,None,0,No,No,Yes,19.8,Allstate,Online,18,N/A,20/01/2015,UW-6521,TER-IN-80,2,1
POL-845751,Policy,845751,9/11/2004,9/11/2005,IN,Active,100/300,100K,300K,500,1533.71,127.81,Quarterly,30674.2,Yes,9000000,Yes,No,Yes,Yes,None,0,No,No,Yes,18.8,Progressive,Phone,19,N/A,2/01/2015,UW-7564,TER-IN-32,1,1
POL-889764,Policy,889764,11/30/1993,11/30/1994,OH,Active,500/1000,500K,1000K,1000,1200.09,100.01,Monthly,14281.07,No,0,Yes,No,Yes,Yes,New Car Replacement|Rental Reimbursement|Gap Coverage,3,No,Yes,Yes,23.6,Progressive,Phone,10,N/A,21/01/2015,UW-1110,TER-OH-49,1,1
POL-929306,Policy,929306,3/6/2003,3/6/2004,IN,Pending Renewal,100/300,100K,300K,500,1093.83,91.15,Monthly,24283.03,Yes,4000000,Yes,Yes,Yes,Yes,None,0,Yes,Yes,Yes,13.4,None - First Policy,Agent,21,N/A,20/01/2015,UW-9788,TER-IN-83,1,1
POL-515457,Policy,515457,12/18/1996,12/18/1997,IN,Active,250/500,250K,500K,1000,988.93,82.41,Monthly,7318.08,No,0,Yes,Yes,Yes,Yes,None,0,No,Yes,Yes,6.9,None - First Policy,Agent,6,N/A,28/01/2015,UW-8207,TER-IN-64,2,1
POL-556270,Policy,556270,2/21/1995,2/21/1996,IN,Active,500/1000,500K,1000K,1000,1331.94,111.0,Monthly,25440.05,No,0,Yes,Yes,Yes,Yes,Gap Coverage|Custom Parts|Rental Reimbursement,3,No,No,Yes,6.2,Nationwide,Referral,18,N/A,21/01/2015,UW-4846,TER-IN-61,2,1
POL-908935,Policy,908935,12/11/2009,12/11/2010,IL,Active,500/1000,500K,1000K,1000,1361.45,113.45,Quarterly,27773.58,No,0,Yes,No,Yes,Yes,Rideshare Coverage|Rental Reimbursement,2,No,Yes,Yes,15.4,State Farm,Online,19,N/A,7/01/2015,UW-5662,TER-IL-77,2,1
POL-525862,Policy,525862,10/18/2000,10/18/2001,OH,Active,250/500,250K,500K,2000,1188.51,99.04,Quarterly,4991.74,No,0,Yes,Yes,No,No,New Car Replacement,1,Yes,No,No,21.4,State Farm,Online,3,N/A,23/01/2015,UW-6961,TER-OH-36,1,1
POL-490514,Policy,490514,2/9/2007,2/9/2008,IN,Active,500/1000,500K,1000K,2000,1101.83,91.82,Monthly,21155.14,No,0,Yes,No,Yes,No,New Car Replacement,1,No,No,Yes,19.5,State Farm,Online,18,N/A,5/01/2015,UW-6448,TER-IN-43,1,1
POL-774895,Policy,774895,10/28/2006,10/28/2007,IL,Active,250/500,250K,500K,1000,840.95,70.08,Annual,1177.33,No,0,No,Yes,No,No,None,0,No,No,No,18.3,Nationwide,Phone,0,N/A,23/01/2015,UW-3480,TER-IL-55,1,1
